thread_id,ts,supports_total_count
https://decide.madrid.es/proposals/1235,2015-09-17T00:00:00Z,29
https://decide.madrid.es/proposals/1236,2015-09-17T00:00:00Z,855
https://decide.madrid.es/proposals/1237,2015-09-17T00:00:00Z,13
https://decide.madrid.es/proposals/1238,2015-09-17T00:00:00Z,52
https://decide.madrid.es/proposals/1239,2015-09-17T00:00:00Z,27
https://decide.madrid.es/proposals/124,2015-09-15T00:00:00Z,106
https://decide.madrid.es/proposals/1240,2015-09-17T00:00:00Z,53
https://decide.madrid.es/proposals/1241,2015-09-17T00:00:00Z,65
https://decide.madrid.es/proposals/1242,2015-09-17T00:00:00Z,29
https://decide.madrid.es/proposals/1243,2015-09-17T00:00:00Z,208
https://decide.madrid.es/proposals/1244,2015-09-17T00:00:00Z,70
https://decide.madrid.es/proposals/1246,2015-09-17T00:00:00Z,21
https://decide.madrid.es/proposals/1247,2015-09-17T00:00:00Z,179
https://decide.madrid.es/proposals/1248,2015-09-17T00:00:00Z,45
https://decide.madrid.es/proposals/1249,2015-09-17T00:00:00Z,38
https://decide.madrid.es/proposals/1250,2015-09-17T00:00:00Z,171
https://decide.madrid.es/proposals/1251,2015-09-17T00:00:00Z,48
https://decide.madrid.es/proposals/1252,2015-09-17T00:00:00Z,63
https://decide.madrid.es/proposals/1253,2015-09-17T00:00:00Z,45
https://decide.madrid.es/proposals/1254,2015-09-17T00:00:00Z,261
https://decide.madrid.es/proposals/1255,2015-09-17T00:00:00Z,8
https://decide.madrid.es/proposals/1256,2015-09-17T00:00:00Z,124
https://decide.madrid.es/proposals/1257,2015-09-17T00:00:00Z,6
https://decide.madrid.es/proposals/1258,2015-09-17T00:00:00Z,16
https://decide.madrid.es/proposals/1259,2015-09-17T00:00:00Z,415
https://decide.madrid.es/proposals/1260,2015-09-17T00:00:00Z,48
https://decide.madrid.es/proposals/1261,2015-09-17T00:00:00Z,183
https://decide.madrid.es/proposals/1262,2015-09-17T00:00:00Z,27
https://decide.madrid.es/proposals/1263,2015-09-17T00:00:00Z,84
https://decide.madrid.es/proposals/1264,2015-09-17T00:00:00Z,16
https://decide.madrid.es/proposals/1265,2015-09-17T00:00:00Z,16
https://decide.madrid.es/proposals/1266,2015-09-17T00:00:00Z,599
https://decide.madrid.es/proposals/1267,2015-09-17T00:00:00Z,10
https://decide.madrid.es/proposals/1268,2015-09-17T00:00:00Z,153
https://decide.madrid.es/proposals/1269,2015-09-17T00:00:00Z,141
https://decide.madrid.es/proposals/127,2015-09-15T00:00:00Z,259
https://decide.madrid.es/proposals/1271,2015-09-17T00:00:00Z,15
https://decide.madrid.es/proposals/1272,2015-09-17T00:00:00Z,5
https://decide.madrid.es/proposals/1273,2015-09-17T00:00:00Z,48
https://decide.madrid.es/proposals/1274,2015-09-17T00:00:00Z,20
